league,year,injury_type,injury_category,games_missed
NBA,2016.0,hip,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,lower leg,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,lower leg,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,back,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,other,Head,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,hip,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,chest,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,neck,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,arm,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,chest,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,head,Head,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,head,Head,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,ankle,Rest/Non-injury,
NBA,2016.0,foot,Rest/Non-injury,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,head,Head,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,back,Upper Body,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,head,Head,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,hip,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,head,Head,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,hip,Lower Body,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,knee,Rest/Non-injury,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,other,Head,
NBA,2016.0,other,Head,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,head,Head,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,core,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,core,Upper Body,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,head,Head,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,back,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,core,Upper Body,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,back,Upper Body,
NBA,2016.0,hip,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,hip,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,lower leg,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,hip,Lower Body,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,hip,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,back,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,wrist,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,head,Head,
NBA,2016.0,head,Head,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,back,Upper Body,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,back,Upper Body,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,core,Upper Body,
NBA,2016.0,head,Head,
NBA,2016.0,illness,Illness,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,hip,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Head,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,back,Upper Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,back,Upper Body,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,hip,Lower Body,
NBA,2016.0,head,Head,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,wrist,Upper Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,arm,Upper Body,
NBA,2016.0,neck,Upper Body,
NBA,2016.0,head,Head,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,lower leg,Lower Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,arm,Upper Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,chest,Upper Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,head,Head,
NBA,2016.0,other,Lower Body,
NBA,2016.0,hand,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,wrist,Upper Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,quad,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,lower leg,Lower Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,groin,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,back,Upper Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,shoulder,Upper Body,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,core,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,back,Upper Body,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,lower leg,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,knee,Rest/Non-injury,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,illness,Illness,
NBA,2016.0,illness,Illness,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,arm,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,head,Head,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,rest,Rest/Non-injury,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,arm,Upper Body,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,head,Head,
NBA,2016.0,knee,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,head,Head,
NBA,2016.0,ankle,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,head,Head,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,foot,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,hamstring,Lower Body,
NBA,2016.0,hip,Lower Body,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,other,Other,
NBA,2016.0,ankle,Lower Body,
